"learning_language_string","created","admin","avatar","rupees","deactivated","facebook_id","site_streak","learning_language","daily_goal","num_followers","fullname","id","twitter_id","num_following","gplus_id","username","_id"
"Spanish","2 years ago",false,"//s3.amazonaws.com/duolingo-images/avatar/default_2",6,false,"1778033442",0,"es","null",1,"Love Junior",40883963,"null",0,"null","LoveJunior1",55
"English","3 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/5701211/ItcYDFSIal",0,false,"100001839518925",0,"en","null",6,"Luana P. Pereira",5701211,"null",0,"null","Luuh.pp",56
"English","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/26829562/aivAJlwgqM",0,false,"1160802666",0,"en","null",10,"Luis Alberto",26829562,"null",0,"null","luisalbertodg",57
"French","3 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/2768155/GxLp8rW78L",74,false,"100000502323472",0,"fr",30,14,"null",2768155,"null",9,"null","lgmoneda",58
"English","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/16979275/-zuN5k5trW",11,false,"100000020286678",0,"en","null",3,"Léo Hessel",16979275,"null",0,"null","LEOHESSEL",59
"Spanish","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/33601735/Tkp5KHAOr4",30,false,"100002094657732",0,"es","null",4,"Felipe Cerqueira",33601735,"null",0,"null","Luizfc90",60
"English","11 months ago",false,"//duolingo-images.s3.amazonaws.com/avatars/140690288/Iwlc-FI8xc",16,false,"100000658997615",0,"en",50,9,"Luís Ângelo Rodrigues Júnior",140690288,"null",4,"null","LuisAngeloRJr",61
"English","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/31959071/wvnjEK_hIk",1,false,"100000005070362",0,"en","null",9,"Mariana Portela",31959071,"null",0,"null","mariana.po15",62
"English","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/16896074/x889CMb4fa",108,false,"100004086487110",0,"en",50,4,"Mauricio Dias",16896074,"null",1,"null","MauricioDi17",63
"English","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/25488639/CQyPhkf0xh",20,false,"100000223215371",0,"en",30,14,"Marina Faria",25488639,"null",0,"null","marinafari2",64
"English","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/20624986/IjBYYx2_X9",6,false,"100002106620532",0,"en","null",6,"Mário Xavier",20624986,"null",0,"null","MarioSBXavier",65
"Spanish","1 year ago",false,"//s3.amazonaws.com/duolingo-images/avatar/default_2",49,false,"100000604194495",0,"es",50,2,"Michel",86843748,"null",0,"106323515215352650933","Michel680202",66
"English","1 year ago",false,"//s3.amazonaws.com/duolingo-images/avatar/default_2",26,false,"100001241604582",0,"en",50,4,"Nicole Santos",78282635,"null",0,"null","NicoleSant663604",67
"English","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/33416479/IZI5_btc6O",127,false,"1782162103",0,"en",30,7,"Rafael De Vita",33416479,"null",0,"null","RafaelDeVita",68
"English","2 years ago",false,"//s3.amazonaws.com/duolingo-images/avatar/default_2",0,false,"1589193832",0,"en","null",4,"Raphael Portela",44429645,"null",0,"null","RaphaelPor5",69
"English","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/22967662/GpMyI3woVt",17,false,"100001627035913",0,"en",50,14,"Raquel Mogadouro",22967662,"null",2,"null","raquel.mog",70
"English","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/33028660/1GSFBjxkIF",0,false,"100000083531221",0,"en",20,1,"Ricardo Barredo de Lima",33028660,"null",0,"106718391529832603367","ricardo.ba435420",71
"English","3 years ago",false,"//s3.amazonaws.com/duolingo-images/avatar/default_2",33,false,"100000909035917",0,"en",20,14,"null",4127369,"null",6,"null","pizao88",72
"English","1 year ago",false,"//s3.amazonaws.com/duolingo-images/avatar/default_2",44,false,"100002184400034",0,"en",20,2,"Rielson Borges",87288464,"null",0,"null","RielsonBor",73
"English","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/41089187/qFoHHbdn41",24,false,"1542403758",0,"en",20,2,"Robson Pessoa",41089187,"null",0,"103361178381477475009","RobsonPess2",74
"English","3 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/6703996/5jA4ovVYtw",1,false,"100002254383570",0,"en",50,5,"",6703996,"null",5,"null","Rodriigom",75
"English","3 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/8312993/OywTRGBn1o",22,false,"100001300098582",0,"en","null",6,"Rodrigo Marchesi",8312993,"null",1,"null","rodrigo.ma48",76
"English","2 years ago",false,"//s3.amazonaws.com/duolingo-images/avatar/default_2",9,false,"1001079748",0,"en",20,6,"null",17501904,"null",2,"null","llello105",77
"English","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/25503546/4uu69obEFt",31,false,"512597590",0,"en",50,2,"Rubens Campos Filho",25503546,"null",0,"null","rcamposfil",78
"English","3 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/6104299/B6TMAm6Xvr",10,false,"100000307619128",0,"en","null",10,"Sergio Polimante",6104299,"null",0,"null","sergio.pol",79
"Spanish","1 year ago",false,"//duolingo-images.s3.amazonaws.com/avatars/69214239/Gy3BSJzuyi",58,false,"100008005898706",0,"es",30,1,"Thalita Fernandes",69214239,"null",0,"104957290586329892868","ThalitaFer695202",80
"English","3 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/2251131/QNBjhDdrWr",0,false,"100000202354468",0,"en","null",8,"null",2251131,"null",0,"null","Thiago1235",81
"English","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/28502658/TP-LXiT6TJ",0,false,"100007969393147",0,"en","null",2,"Tielle Rangel",28502658,"null",0,"null","tielle.ran",82
"French","3 years ago",false,"//s3.amazonaws.com/duolingo-images/avatar/default_2",6,false,"672677580",0,"fr","null",32,"null",895326,"null",0,"null","tassiarc",83
"English","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/31568016/MeZAvT6xO2",4,false,"100000253948630",0,"en","null",1,"Victor Rafael",31568016,"null",0,"null","VictorRafa17",84
"English","3 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/6966329/4BEhznlaKN",10,false,"100001953907738",0,"en","null",11,"null",6966329,"null",2,"null","viiikondo",85
"English","3 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/5044820/m8XX5-bhrG",40,false,"100003359255370",0,"en",50,6,"null",5044820,"null",0,"null","wesley_macedo01",86
"English","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/23624123/f37H_InKPw",58,false,"100002518234228",0,"en",20,13,"Wedson Torres",23624123,"null",16,"102569300680484121478","wedsonTorres",87
"English","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/25356897/ksEoDHWPMQ",5,false,"100000911461731",0,"en","null",2,"Will Junior",25356897,"null",11,"null","JuniorWill",88
"English","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/42876507/YKZQwtsx0T",13,false,"100002555388644",0,"en",30,4,"null",42876507,"null",0,"null","William_3.6",89
"English","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/15790367/KkZQTbn62v",22,false,"1210627687",0,"en",20,7,"William Scarpino",15790367,"null",0,"null","jimmybjj",90
"English","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/27832017/ORAzhSKsod",93,false,"null",0,"en",30,7,"Darlan",27832017,"null",4,"null","Darlan7",91
"English","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/31154456/DQb9nRcAGC",18,false,"null",0,"en",50,4,"Custodio Bezerra",31154456,"null",4,"110332720240173956112","CustodioBe",92
"English","2 years ago",false,"//s3.amazonaws.com/duolingo-images/avatar/default_2",10,false,"null",0,"en","null",1,"Regina Ap. Colli Domingues",30098640,"null",1,"null","reginacolli",93
"English","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/29881149/blBZzuXYOe",119,false,"100000278318516",0,"en",30,8,"Isabel Garcia",29881149,"null",13,"null","isagarciaa",94
"French","2 years ago",false,"//s3.amazonaws.com/duolingo-images/avatar/default_2",131,false,"null",0,"fr","null",4,"null",21354290,"null",6,"null","chucrutehans",95
"German","2 years ago",false,"//s3.amazonaws.com/duolingo-images/avatar/default_2",190,false,"525484550",0,"de","null",10,"Gisele",29462631,"null",12,"null","girussano",96
"English","1 year ago",false,"//s3.amazonaws.com/duolingo-images/avatar/default_2",33,false,"100000851291681",0,"en",20,1,"null",67092694,"null",10,"null","w.anapereira",97
"English","1 year ago",false,"//duolingo-images.s3.amazonaws.com/avatars/79361924/ioOItVUH5g",50,false,"1285503550",0,"en",50,3,"Infogera",79361924,"null",22,"null","Infogera",98
"English","3 years ago",false,"//s3.amazonaws.com/duolingo-images/avatar/default_2",34,false,"null",0,"en","null",1,"null",4112145,"null",0,"null","amandadomingues",99
"English","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/20592578/5cZTVKbCbO",111,false,"100001674193472",0,"en",30,4,"Letícia Carvalho",20592578,"null",22,"111676972683763199825","leticiacarvalhos",100
"English","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/39143451/kQ-jj5144e",49,false,"100000042603280",0,"en",20,12,"null",39143451,"null",39,"null","bmsrox",101
"Spanish","3 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/1483745/nRYKnnv_FZ",52,false,"100002873153890",0,"es","null",5,"null",1483745,"null",14,"null","omarayoub",102
"English","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/21796507/Jalr2JaSRf",19,false,"100002152400283",0,"en",10,15,"Diogo Ajala da Cruz",21796507,"null",74,"null","diogaodac",103
"English","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/47356219/zN0D5THH1O",8,false,"null",0,"en",30,2,"null",47356219,"null",1,"null","stefani1989",104
"English","1 year ago",false,"//s3.amazonaws.com/duolingo-images/avatar/default_2",87,false,"575913634",0,"en",50,2,"gilmara dos santos gomes",88344032,"null",26,"null","gilmaragabi",105
"English","2 years ago",false,"//s3.amazonaws.com/duolingo-images/avatar/default_2",52,false,"1587701229",0,"en","null",6,"Marcelo Gomes",20894586,"null",10,"null","MarceloGomes87",106
"English","3 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/7553767/qb9eYmmmTq",8,false,"100002422590728",0,"en",20,9,"null",7553767,"null",1,"null","ro.c.santos",107
"Spanish","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/27942347/3ooGAfJy0D",1,false,"100002075401811",0,"es",10,2,"Alberto Veiga Potas",27942347,"null",0,"null","alberto.po8",108
"English","3 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/2933222/tnLDLYv0Fu",0,false,"100001704151351",0,"en","null",9,"null",2933222,"null",2,"null","aninha_outubro",109
"English","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/28356478/6bzULC3_3-",75,false,"100002066727104",0,"en",30,2,"Anderson Oliveira Mota da Silva",28356478,"null",0,"null","anderson3o",110
"English","3 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/8002872/LDxO6y8JIv",22,false,"100004029392604",0,"en",10,1,"Bruna Souza",8002872,"null",0,"null","brunacharm",111
"English","2 years ago",false,"//s3.amazonaws.com/duolingo-images/avatar/default_2",4,false,"1498206982",0,"en","null",3,"Cristiano Macedo",37278352,"null",0,"null","CristianoM60457",112
"English","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/18398847/J0eNH7H-_v",0,false,"100000992815239",0,"en","null",3,"Danilo Pignata",18398847,"null",0,"null","danilopign",113
"English","3 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/8113216/iUj7Mo1I9w",0,false,"100002047603164",0,"en","null",5,"Fábio Almeida",8113216,"null",0,"null","fabio.alme2",114
"English","3 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/3931288/shHbRBi1SQ",39,false,"100002383159753",0,"en",20,9,"Gil Souza",3931288,"null",2,"null","gil.souza.",115
"English","3 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/11535636/l2U2tS-B_y",21,false,"100001969540235",0,"en","null",5,"null",11535636,"null",0,"null","gildivansilva",116
"English","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/13513185/emaA6hYJao",12,false,"100001585888912",0,"en",30,2,"null",13513185,"null",4,"null","gilson.rocha",117
"Spanish","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/30076673/Vnh9MLBCgF",47,false,"100000634811639",0,"es",20,1,"Jaqueline Roberta Silva",30076673,"null",0,"null","Jaqueline_85",118
"English","3 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/11657926/JLfbdJ7iai",6,false,"100001815315448",0,"en",20,4,"Jefferson Brunheira",11657926,"null",0,"null","brunheira",119
"English","3 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/2803423/kH-V1fK9j0",0,false,"100002463499734",0,"en","null",7,"Juliana Burani",2803423,"null",1,"null","Burani",120
"Spanish","3 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/11076727/2afw9sS0D2",0,false,"1572412252",0,"es","null",6,"null",11076727,"null",0,"null","juarezgomes",121
"English","2 years ago",false,"//s3.amazonaws.com/duolingo-images/avatar/default_2",16,false,"100001557579095",0,"en",20,9,"Lucian Costa Silva",40984269,"null",1,"null","LucianCost",122
"English","2 years ago",false,"//s3.amazonaws.com/duolingo-images/avatar/default_2",11,false,"571071288",0,"en","null",4,"Luiz Reche",43748745,"null",0,"null","LuizReche2",123
"English","3 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/2819514/nurb7XfKIk",0,false,"1522633862",0,"en","null",4,"null",2819514,"null",0,"null","marcelsgp",124
"English","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/16413496/-0Rr5QAu9r",2,false,"100001778244552",0,"en","null",6,"Marcio Souza",16413496,"null",1,"null","paodiqueij",125
"English","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/24240982/fW-ejMjfoA",0,false,"100001226500962",0,"en","null",2,"Marcos Trancho",24240982,"null",0,"null","MarcosTrancho",126
"English","3 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/6312573/7YZz4rwhol",3,false,"100000804233916",0,"en","null",5,"Michael Korzeniewski",6312573,"null",0,"null","michael.ko3",127
"English","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/23323217/oJVe9oMVDZ",19,false,"100000582167100",0,"en",20,2,"Márcia Cristina",23323217,"null",0,"null","marcia16.1",128
"English","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/25745655/cLpn0yInrr",30,false,"100000384233841",0,"en","null",5,"Nayara Moreno",25745655,"null",0,"null","nayara.mor5",129
"English","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/25148724/GGYkuJgpUb",25,false,"1799980426",0,"en",20,4,"Neire Kelly Neire",25148724,"null",0,"null","nneire",130
"English","3 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/3227047/0fl3SpDKs_",0,false,"100005325671509",0,"en","null",3,"Paula Silva",3227047,"null",3,"null","Paula_e_andre",131
"English","3 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/1012718/dUj1oOFgpc",0,false,"100000797458104",0,"en","null",61,"null",1012718,"null",0,"null","Rafael-santana",132
"English","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/14188540/9DsUARCcX1",0,false,"100001351232381",0,"en","null",3,"null",14188540,"null",0,"null","sbjclone",133
"English","3 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/7365916/O7uMR98NjO",0,false,"100000708400005",0,"en","null",7,"null",7365916,"null",14,"null","alex_nogueira",134
"English","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/15731571/7pYqtpLY-j",41,false,"100002562561742",0,"en","null",5,"Edgar Alves",15731571,"null",6,"null","Edgar_Alves",135
"English","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/19523660/34qmIugggv",58,false,"1395610829",0,"en",48,5,"Daniel Felipe Cassimiro",19523660,"null",27,"null","danielcassimiro",136
"English","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/32192875/WHOo3t_Auc",6,false,"100002896186407",0,"en",20,5,"William Lopes",32192875,"null",35,"null","lopwilliam",137
"Italian","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/17082361/NONVYGO87m",73,false,"100000102368978",0,"it",10,11,"Caio Henrique Carleto",17082361,"null",22,"112150480115302309225","CCarleto",138
"English","1 year ago",false,"//duolingo-images.s3.amazonaws.com/avatars/112547700/AHlFflPEFf",11,false,"100000660605996",0,"en",20,9,"David Krenkel Rodrigues de Melo",112547700,"null",27,"105711910550549874190","DavidKrenk",139
"English","3 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/994452/nJLzFHRcwD",25,false,"100001138669704",0,"en",10,18,"null",994452,"null",14,"null","kelly.lmiranda",140
"English","3 months ago",false,"//duolingo-images.s3.amazonaws.com/avatars/197213937/m9TjVDXAue",64,false,"849533985191464",69,"en",50,1,"Roberto Soares",197213937,"null",1,"null","RobertoSoa995578",141
"English","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/24344269/kwZy91QkPU",70,false,"100001597154679",0,"en",20,4,"Isaac José da Silva",24344269,"null",3,"null","isaac.jose3",142
"French","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/14207501/p6VHC9WcKv",329,false,"1016872761",0,"fr",50,11,"Ricardo Maiolini",14207501,"null",53,"118413775712940974458","ricardomaiolini",143
"English","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/33273992/n29q38TE-Z",19,false,"100000878718359",0,"en",50,5,"Alexandre Santos",33273992,"null",0,"null","alexandre.143921",144
"English","2 years ago",false,"//s3.amazonaws.com/duolingo-images/avatar/default_2",135,false,"100000360724171",0,"en",20,3,"Allan",23547352,"null",3,"null","Barragan59",145
"English","1 year ago",false,"//s3.amazonaws.com/duolingo-images/avatar/default_2",25,false,"921270214591358",0,"en",20,2,"Augusto Cesar Lima Marinho",93789302,"null",0,"null","AugustoCes789110",146
"Spanish","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/21240715/JTydP5UdWh",24,false,"100002181152441",0,"es","null",5,"Bruno Lima",21240715,"null",0,"null","bruninholima",147
"English","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/34708063/xDqEMyQwPK",71,false,"100001784024008",0,"en",50,3,"Carol Gomes",34708063,"null",7,"null","cahgf",148
"French","1 year ago",false,"//duolingo-images.s3.amazonaws.com/avatars/104295547/uz6YwqGEqI",47,false,"213055622382583",5,"fr",30,5,"Cleberson Ramirio",104295547,"null",24,"115656262777628109810","ramirio",149
"English","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/27867966/2yJvtV_o9t",13,false,"100001236841861",0,"en",20,4,"Danilo Souza Sales",27867966,"null",0,"null","danilo.sou15",150
"English","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/29777045/0D4Huei254",63,false,"100000798020091",0,"en",10,16,"David Neres",29777045,"null",21,"null","David.neres",151
"German","3 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/8613534/gju4PK3-sm",0,false,"100002009015730",0,"de","null",11,"null",8613534,"null",0,"null","satiroseelfos",152
"English","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/33875693/vBpdIgl2qA",112,false,"1353275755",0,"en",30,2,"Diego Pereira da Silva",33875693,"null",1,"100980749937395038303","DiegoPerei664986",153
"English","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/26173936/HrQ6K5mVvK",0,false,"100003785938706",0,"en","null",2,"DjRoger Pensamento Negro",26173936,"null",0,"null","ROGERIO.DJ",154
"English","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/22566380/ksMajZYlEj",0,false,"100001689211228",0,"en","null",6,"Djane Robsen",22566380,"null",0,"null","djane.robs",155
"Spanish","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/17450541/2FN5ZnYO9P",95,false,"100000787801761",0,"es",30,13,"Edu Amorim",17450541,"null",0,"null","duduamorim1",156
"Spanish","1 year ago",false,"//s3.amazonaws.com/duolingo-images/avatar/default_2",4,false,"100002294026393",0,"es",30,2,"Elaine Santos",67053389,"null",0,"null","ElaineSant549194",157
"English","3 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/3012272/nv7RGCTpoX",91,false,"100003206637576",0,"en",30,4,"Erik Juan",3012272,"null",5,"null","e_gomes",158
"English","3 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/13166715/w992n08Uy0",0,false,"1396747313",0,"en","null",13,"Fabiana Ribeiro",13166715,"null",2,"null","fabizinhar",159
"English","1 year ago",false,"//duolingo-images.s3.amazonaws.com/avatars/59921542/mxudRUrJw-",22,false,"1483376287",0,"en",20,5,"Fabio Rodrigues Macedo",59921542,"null",0,"null","FAMACEDO1",160
"English","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/17085012/3vCU6dGVhW",103,false,"100001553149006",0,"en",20,9,"Felipe Vellido",17085012,"null",7,"null","felipe.vel4",161
"English","1 year ago",false,"//s3.amazonaws.com/duolingo-images/avatar/default_2",18,false,"100000776961530",0,"en",50,1,"null",79679285,"null",0,"null","tazinazo",162
"English","3 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/7398535/QNDDnomlsO",10,false,"100003214092320",0,"en","null",11,"Gabriel De Gennaro",7398535,"null",0,"null","gabriel.de14",163
"English","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/24288636/sZS-jxKLCJ",0,false,"100001545962393",0,"en","null",12,"Gilberto Araújo",24288636,"null",0,"null","GibaAraujo",164
"English","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/14462656/4jbNxUERT8",0,false,"100000500807301",0,"en","null",16,"Guilherme Luís Silva",14462656,"null",0,"null","arkuxo",165
"English","3 years ago",false,"//s3.amazonaws.com/duolingo-images/avatar/default_2",0,false,"100001033480455",0,"en","null",3,"null",5798494,"null",0,"null","bruninho077",166
"English","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/14930120/EsziI9rTcR",7,false,"1407844777",0,"en","null",12,"Ian Raphael",14930120,"null",0,"null","ianrapha",167
"English","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/15330376/IGp2PkrrMB",4,false,"100002122123035",0,"en","null",8,"Hugo Chubatsu",15330376,"null",1,"null","hugo.chuba",168
"English","3 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/6598446/l6QQPZnlsW",10,false,"1403287180",0,"en","null",15,"Jampier Dimas Barboza",6598446,"null",0,"null","jampier.ba",169
"English","3 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/3842976/VK1eHdYIa2",2,false,"1248967629",0,"en","null",13,"null",3842976,"null",4,"null","Jbreve",170
"Spanish","3 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/11414648/d3791ezBl_",3,false,"100000162790716",0,"es","null",6,"Kaio Rocha",11414648,"null",23,"null","kaiorochaa",171
"English","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/15673491/t68FwS4_de",33,false,"100003599937483",0,"en",20,3,"Jônatas Cordeiro",15673491,"null",1,"null","jonatas.co2",172
"English","3 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/3193398/5kXjcrtweD",0,false,"1769332145",0,"en","null",14,"Klaycom Almeida",3193398,"null",4,"null","klaycom",173
"English","3 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/4097036/-pxLW4U1hv",11,false,"100001289929994",0,"en","null",11,"null",4097036,"null",0,"null","leolegends",174
"English","2 years ago",false,"//s3.amazonaws.com/duolingo-images/avatar/default_2",59,false,"100000004647173",0,"en",20,4,"Leonardo Alves",37170948,"null",4,"null","SilvaLA59",175
"English","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/34234638/ivYhK21zTv",41,false,"100000057625733",0,"en","null",4,"Lidiane Gomes",34234638,"null",1,"null","lidiane.go4",176
"English","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/19735609/5FQQ4Cvluu",0,false,"742384575",0,"en","null",1,"Magnovaldo Carneiro",19735609,"null",0,"null","carneimo",177
"English","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/17101508/-lSgObQFed",4,false,"100002244280564",0,"en","null",2,"Michael Silva",17101508,"null",0,"null","Michael.Mi12",178
"French","1 year ago",false,"//duolingo-images.s3.amazonaws.com/avatars/122758287/uww7-aLS-g",0,false,"10207808199951177",0,"fr",50,5,"Mariana Silva",122758287,"null",0,"null","tu.8zPhLoIFEjv0X",179
"French","2 years ago",false,"//s3.amazonaws.com/duolingo-images/avatar/default_2",33,false,"100000430359709",0,"fr",50,5,"Moisés Matos Cavalcante",42085337,"null",1,"102366934997222821641","MoissMatos",180
"English","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/43335668/e5dmviUaVQ",22,false,"100001887662612",0,"en",10,7,"Nayara Tozo Vieira Lima",43335668,"null",5,"null","Nay.Tozo",181
"English","3 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/6628688/VVQ9th2I3B",2,false,"1699105142",0,"en","null",2,"Pablo Andrade",6628688,"null",0,"null","pablo.andr2",182
"English","3 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/6910837/sXP6RWpsZR",10,false,"1804200772",0,"en","null",5,"null",6910837,"null",0,"null","ptckz",183
"English","3 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/9448682/t1U-KklSdE",27,false,"100000409965754",0,"en",20,5,"null",9448682,"null",0,"null","Paulocelta",184
"English","3 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/7269366/fcklxqRJLE",43,false,"1241990410",0,"en",50,9,"Rafael Souza",7269366,"null",7,"112062500276376079982","RafaelSouz20",185
"English","1 year ago",false,"//s3.amazonaws.com/duolingo-images/avatar/default_2",11,false,"100002002525780",0,"en",20,10,"Rafa Juri Barbosa",89002145,"null",3,"null","RafaJuriBa",186
"English","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/22169157/fbDFMs7E7J",13,false,"100000051053575",0,"en","null",3,"Rafael Euclides",22169157,"null",0,"null","rafaeuclides",187
"English","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/14038596/wmrMJdsAh9",194,false,"100000708240969",0,"en","null",12,"null",14038596,"null",2,"null","rfilippis",188
"English","1 year ago",false,"//s3.amazonaws.com/duolingo-images/avatar/default_2",67,false,"901083983307051",0,"en",10,9,"Raphael Almeida",116839011,"null",5,"105862380909733893414","RaphaelRMA",189
"English","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/44089649/zTMzeQc8o4",10,false,"100003388655370",0,"en",10,6,"Raul Lima",44089649,"null",7,"112371815059545585137","Raullim_",190
"English","2 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/23197751/OrP_2xqUUa",0,false,"100003245990340",0,"en","null",2,"Rodrigo Braz",23197751,"null",0,"null","rodrigo.br793695",191
"English","3 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/9773029/1Sm3VHwV5r",20,false,"100000621159956",0,"en","null",4,"null",9773029,"null",0,"null","englishSays",192
"French","3 years ago",false,"//duolingo-images.s3.amazonaws.com/avatars/9859095/iCzER7Nzhm",0,false,"1411712480",0,"fr","null",15,"null",9859095,"null",0,"null","samfiger",193
